10:46:18:9643839 Wip To Progress=================== 
10:46:19:8594351 -->Update111_EmpClassOK:1 
10:54:14:7996001 -->Update111_EmpClassOK:11647
10:54:14:8076006 -->Update111_EmpClassOK:11648
10:54:14:8126009 -->Update111_EmpClassOK:11649
10:54:14:8436026 -->Update111_EmpClassOK:11650
10:54:14:8506030 -->Update111_EmpClassOK:11651
10:54:14:8546033 -->Update111_EmpClassOK:11652
10:54:14:8986058 -->Update111_EmpClassOK:11653
10:54:14:9156068 -->Update111_EmpClassOK:11654
10:54:14:9196070 -->Update111_EmpClassOK:11655
10:54:14:9326077 -->Update111_EmpClassOK:11656
10:54:14:9376080 -->Update111_EmpClassOK:11657
10:54:15:1816220 -->Update111_EmpClassOK:11658
10:54:15:1856222 -->Update111_EmpClassOK:11659
10:54:15:1886224 -->Update111_EmpClassOK:11660
10:54:15:1926226 -->Update111_EmpClassOK:11661
10:54:15:5556434 -->Update111_EmpClassOK:11662
10:54:15:7616552 -->Update111_EmpClassOK:11663
10:54:15:9256645 -->Update111_EmpClassOK:11664
10:54:15:9346650 -->Update111_EmpClassOK:11665
10:54:15:9626667 -->Update111_EmpClassOK:11666
10:54:15:9666669 -->Update111_EmpClassOK:11667
10:54:15:9706671 -->Update111_EmpClassOK:11668
10:54:15:9746673 -->Update111_EmpClassOK:11669
10:54:15:9966686 -->Update111_EmpClassOK:11670
10:54:16:0006688 -->Update111_EmpClassOK:11671
10:54:16:0046691 -->Update111_EmpClassOK:11672
10:54:16:0276704 -->Update111_EmpClassOK:11673
10:54:16:0306705 -->Update111_EmpClassOK:11674
10:54:16:0336707 -->Update111_EmpClassOK:11675
10:54:16:0736730 -->Update111_EmpClassOK:11676
10:54:16:1386767 -->Update111_EmpClassOK:11677
10:54:16:1576778 -->Update111_EmpClassOK:11678
10:54:16:1616780 -->Update111_EmpClassOK:11679
10:54:16:1816792 -->Update111_EmpClassOK:11680
10:54:16:1856794 -->Update111_EmpClassOK:11681
10:54:16:2056805 -->Update111_EmpClassOK:11682
10:54:16:2186813 -->Update111_EmpClassOK:11683
10:54:16:2546834 -->Update111_EmpClassOK:11684
10:54:16:2676841 -->Update111_EmpClassOK:11685
10:54:16:2836850 -->Update111_EmpClassOK:11686
10:54:16:3216872 -->Update111_EmpClassOK:11687
10:54:16:3306877 -->Update111_EmpClassOK:11688
10:54:16:3696899 -->Update111_EmpClassOK:11689
10:54:16:3926912 -->Update111_EmpClassOK:11690
10:54:16:3966915 -->Update111_EmpClassOK:11691
10:54:16:4316935 -->Update111_EmpClassOK:11692
10:54:16:4456943 -->Update111_EmpClassOK:11693
10:54:16:4506946 -->Update111_EmpClassOK:11694
10:54:16:4836965 -->Update111_EmpClassOK:11695
10:54:16:5046977 -->Update111_EmpClassOK:11696
10:54:16:5086979 -->Update111_EmpClassOK:11697
10:54:16:5166983 -->Update111_EmpClassOK:11698
10:54:16:5757017 -->Update111_EmpClassOK:11699
10:54:16:5807020 -->Update111_EmpClassOK:11700
10:54:16:5867023 -->Update111_EmpClassOK:11701
10:54:16:6167041 -->Update111_EmpClassOK:11702
10:54:16:8467172 -->Update111_EmpClassOK:11703
10:54:16:9967258 -->Update111_EmpClassOK:11704
10:54:17:6237617 -->Update111_EmpClassOK:11705
10:54:17:6267618 -->Update111_EmpClassOK:11706
10:54:17:6487631 -->Update111_EmpClassOK:11707
10:54:17:6757646 -->Update111_EmpClassOK:11708
10:54:17:6787648 -->Update111_EmpClassOK:11709
10:54:17:7357681 -->Update111_EmpClassOK:11710
10:54:17:7467687 -->Update111_EmpClassOK:11711
10:54:17:8047720 -->Update111_EmpClassOK:11712
10:54:17:8087722 -->Update111_EmpClassOK:11713
10:54:17:8117724 -->Update111_EmpClassOK:11714
10:54:17:8477745 -->Update111_EmpClassOK:11715
10:54:17:8557749 -->Update111_EmpClassOK:11716
10:54:17:8877768 -->Update111_EmpClassOK:11717
10:54:17:8917770 -->Update111_EmpClassOK:11718
10:54:17:9207786 -->Update111_EmpClassOK:11719
10:54:17:9287791 -->Update111_EmpClassOK:11720
10:54:17:9437800 -->Update111_EmpClassOK:11721
10:54:17:9487802 -->Update111_EmpClassOK:11722
10:54:17:9807821 -->Update111_EmpClassOK:11723
10:54:18:0277848 -->Update111_EmpClassOK:11724
10:54:18:0307849 -->Update111_EmpClassOK:11725
10:54:18:0517861 -->Update111_EmpClassOK:11726
10:54:18:0617867 -->Update111_EmpClassOK:11727
10:54:18:1197900 -->Update111_EmpClassOK:11728
10:54:18:1227902 -->Update111_EmpClassOK:11729
10:54:18:1257904 -->Update111_EmpClassOK:11730
10:54:18:1307907 -->Update111_EmpClassOK:11731
10:54:18:1347909 -->Update111_EmpClassOK:11732
10:54:18:1727931 -->Update111_EmpClassOK:11733
10:54:18:1757932 -->Update111_EmpClassOK:11734
10:54:18:1987945 -->Update111_EmpClassOK:11735
10:54:18:2087951 -->Update111_EmpClassOK:11736
10:54:18:3818050 -->Update111_EmpClassOK:11737
10:54:18:6388197 -->Update111_EmpClassOK:11738
10:54:18:6428199 -->Update111_EmpClassOK:11739
10:54:18:8928342 -->Update111_EmpClassOK:11740
10:54:18:9108353 -->Update111_EmpClassOK:11741
10:54:18:9148355 -->Update111_EmpClassOK:11742
10:54:18:9178357 -->Update111_EmpClassOK:11743
10:54:19:2538549 -->Update111_EmpClassOK:11744
10:54:19:3098581 -->Update111_EmpClassOK:11745
10:54:19:3138583 -->Update111_EmpClassOK:11746
10:54:19:3438600 -->Update111_EmpClassOK:11747
10:54:19:3488603 -->Update111_EmpClassOK:11748
10:54:19:4078637 -->Update111_EmpClassOK:11749
10:54:19:4118639 -->Update111_EmpClassOK:11750
10:54:19:4438658 -->Update111_EmpClassOK:11751
10:54:19:4708673 -->Update111_EmpClassOK:11752
10:54:19:5118697 -->Update111_EmpClassOK:11753
10:54:19:5528720 -->Update111_EmpClassOK:11754
10:54:19:5608725 -->Update111_EmpClassOK:11755
10:54:19:5998747 -->Update111_EmpClassOK:11756
10:54:19:6678786 -->Update111_EmpClassOK:11757
10:54:19:6918799 -->Update111_EmpClassOK:11758
10:54:19:6958802 -->Update111_EmpClassOK:11759
10:54:19:6998804 -->Update111_EmpClassOK:11760
10:54:19:7038806 -->Update111_EmpClassOK:11761
10:54:19:7208816 -->Update111_EmpClassOK:11762
10:54:19:7358825 -->Update111_EmpClassOK:11763
10:54:19:7408828 -->Update111_EmpClassOK:11764
10:54:19:7448830 -->Update111_EmpClassOK:11765
10:54:19:7748847 -->Update111_EmpClassOK:11766
10:54:19:8368882 -->Update111_EmpClassOK:11767
10:54:19:8708902 -->Update111_EmpClassOK:11768
10:54:19:9148927 -->Update111_EmpClassOK:11769
10:54:19:9388941 -->Update111_EmpClassOK:11770
10:54:19:9468945 -->Update111_EmpClassOK:11771
10:54:20:1079037 -->Update111_EmpClassOK:11772
10:54:20:1179043 -->Update111_EmpClassOK:11773
10:54:20:1229046 -->Update111_EmpClassOK:11774
10:54:20:2519120 -->Update111_EmpClassOK:11775
10:54:20:2559122 -->Update111_EmpClassOK:11776
10:54:20:3409171 -->Update111_EmpClassOK:11777
10:54:20:4529235 -->Update111_EmpClassOK:11778
10:54:20:4699245 -->Update111_EmpClassOK:11779
10:54:20:5759305 -->Update111_EmpClassOK:11780
10:54:20:9889541 -->Update111_EmpClassOK:11781
10:54:21:0079552 -->Update111_EmpClassOK:11782
10:54:21:0409571 -->Update111_EmpClassOK:11783
10:54:21:0449573 -->Update111_EmpClassOK:11784
10:54:21:0709588 -->Update111_EmpClassOK:11785
10:54:21:1109611 -->Update111_EmpClassOK:11786
10:54:21:1209617 -->Update111_EmpClassOK:11787
10:54:21:1499633 -->Update111_EmpClassOK:11788
10:54:21:1739647 -->Update111_EmpClassOK:11789
10:54:21:1779649 -->Update111_EmpClassOK:11790
10:54:21:1819652 -->Update111_EmpClassOK:11791
10:54:21:2029664 -->Update111_EmpClassOK:11792
10:54:21:2069666 -->Update111_EmpClassOK:11793
10:54:21:2339682 -->Update111_EmpClassOK:11794
10:54:21:2379684 -->Update111_EmpClassOK:11795
10:54:21:2549694 -->Update111_EmpClassOK:11796
10:54:21:2599696 -->Update111_EmpClassOK:11797
10:54:21:2789707 -->Update111_EmpClassOK:11798
10:54:21:2959717 -->Update111_EmpClassOK:11799
10:54:21:3089724 -->Update111_EmpClassOK:11800
10:54:21:3289736 -->Update111_EmpClassOK:11801
10:54:21:3329738 -->Update111_EmpClassOK:11802
10:54:21:3359740 -->Update111_EmpClassOK:11803
10:54:21:3419743 -->Update111_EmpClassOK:11804
10:54:21:3519749 -->Update111_EmpClassOK:11805
10:54:21:3549751 -->Update111_EmpClassOK:11806
10:54:21:3869769 -->Update111_EmpClassOK:11807
10:54:21:4119783 -->Update111_EmpClassOK:11808
10:54:21:4159786 -->Update111_EmpClassOK:11809
10:54:21:4219789 -->Update111_EmpClassOK:11810
10:54:21:4429801 -->Update111_EmpClassOK:11811
10:54:21:4539807 -->Update111_EmpClassOK:11812
10:54:21:4569809 -->Update111_EmpClassOK:11813
10:54:21:4649814 -->Update111_EmpClassOK:11814
10:54:21:4899828 -->Update111_EmpClassOK:11815
10:54:21:5069838 -->Update111_EmpClassOK:11816
10:54:21:6689930 -->Update111_EmpClassOK:11817
10:54:22:0820167 -->Update111_EmpClassOK:11818
10:54:22:4530379 -->Update111_EmpClassOK:11819
10:54:22:5120413 -->Update111_EmpClassOK:11820
10:54:22:5160415 -->Update111_EmpClassOK:11821
10:54:22:5890457 -->Update111_EmpClassOK:11822
10:54:22:5940459 -->Update111_EmpClassOK:11823
10:54:22:6270478 -->Update111_EmpClassOK:11824
10:54:22:6470490 -->Update111_EmpClassOK:11825
10:54:22:6520493 -->Update111_EmpClassOK:11826
10:54:22:6850511 -->Update111_EmpClassOK:11827
10:54:22:7350540 -->Update111_EmpClassOK:11828
10:54:22:7390542 -->Update111_EmpClassOK:11829
10:54:22:7560552 -->Update111_EmpClassOK:11830
10:54:22:8230590 -->Update111_EmpClassOK:11831
10:54:22:8640614 -->Update111_EmpClassOK:11832
10:54:22:8670616 -->Update111_EmpClassOK:11833
10:54:22:8730619 -->Update111_EmpClassOK:11834
10:54:22:9220647 -->Update111_EmpClassOK:11835
10:54:22:9740677 -->Update111_EmpClassOK:11836
10:54:23:0000692 -->Update111_EmpClassOK:11837
10:54:23:0340711 -->Update111_EmpClassOK:11838
10:54:23:0380713 -->Update111_EmpClassOK:11839
10:54:23:0860741 -->Update111_EmpClassOK:11840
10:54:23:0920744 -->Update111_EmpClassOK:11841
10:54:23:3390886 -->Update111_EmpClassOK:11842
10:54:23:7601126 -->Update111_EmpClassOK:11843
10:54:23:8091154 -->Update111_EmpClassOK:11844
10:54:23:8131157 -->Update111_EmpClassOK:11845
10:54:23:8231162 -->Update111_EmpClassOK:11846
10:54:23:8261164 -->Update111_EmpClassOK:11847
10:54:23:8301166 -->Update111_EmpClassOK:11848
10:54:23:8441174 -->Update111_EmpClassOK:11849
10:54:23:8651186 -->Update111_EmpClassOK:11850
10:54:23:9061210 -->Update111_EmpClassOK:11851
10:54:23:9191217 -->Update111_EmpClassOK:11852
10:54:23:9411230 -->Update111_EmpClassOK:11853
10:54:23:9451232 -->Update111_EmpClassOK:11854
10:54:24:0081268 -->Update111_EmpClassOK:11855
10:54:24:0141272 -->Update111_EmpClassOK:11856
10:54:24:0391286 -->Update111_EmpClassOK:11857
10:54:24:0571296 -->Update111_EmpClassOK:11858
10:54:24:0611299 -->Update111_EmpClassOK:11859
10:54:24:1001321 -->Update111_EmpClassOK:11860
10:54:24:1061324 -->Update111_EmpClassOK:11861
10:54:24:1211333 -->Update111_EmpClassOK:11862
10:54:24:1281337 -->Update111_EmpClassOK:11863
10:54:24:1461347 -->Update111_EmpClassOK:11864
10:54:24:1501349 -->Update111_EmpClassOK:11865
10:54:24:2091383 -->Update111_EmpClassOK:11866
10:54:24:2211390 -->Update111_EmpClassOK:11867
10:54:24:2431403 -->Update111_EmpClassOK:11868
10:54:24:2481406 -->Update111_EmpClassOK:11869
10:54:24:2521408 -->Update111_EmpClassOK:11870
10:54:24:3121442 -->Update111_EmpClassOK:11871
10:54:24:4921545 -->Update111_EmpClassOK:11872
10:54:24:7341684 -->Update111_EmpClassOK:11873
10:54:24:9901830 -->Update111_EmpClassOK:11874
10:54:24:9961833 -->Update111_EmpClassOK:11875
10:54:25:0001836 -->Update111_EmpClassOK:11876
10:54:25:0041838 -->Update111_EmpClassOK:11877
10:54:25:1291909 -->Update111_EmpClassOK:11878
10:54:25:3262022 -->Update111_EmpClassOK:11879
10:54:25:3762051 -->Update111_EmpClassOK:11880
10:54:25:3932060 -->Update111_EmpClassOK:11881
10:54:25:3972063 -->Update111_EmpClassOK:11882
10:54:25:4052067 -->Update111_EmpClassOK:11883
10:54:25:4112071 -->Update111_EmpClassOK:11884
10:54:25:4322083 -->Update111_EmpClassOK:11885
10:54:25:4682103 -->Update111_EmpClassOK:11886
10:54:25:5002122 -->Update111_EmpClassOK:11887
10:54:25:5372143 -->Update111_EmpClassOK:11888
10:54:25:5422146 -->Update111_EmpClassOK:11889
10:54:25:5472149 -->Update111_EmpClassOK:11890
10:54:25:5542153 -->Update111_EmpClassOK:11891
10:54:25:6132186 -->Update111_EmpClassOK:11892
10:54:25:6192190 -->Update111_EmpClassOK:11893
10:54:25:6622214 -->Update111_EmpClassOK:11894
10:54:25:6672217 -->Update111_EmpClassOK:11895
10:54:25:7112242 -->Update111_EmpClassOK:11896
10:54:25:7372257 -->Update111_EmpClassOK:11897
10:54:25:8042296 -->Update111_EmpClassOK:11898
10:54:25:8082298 -->Update111_EmpClassOK:11899
10:54:25:8412317 -->Update111_EmpClassOK:11900
10:54:25:8592327 -->Update111_EmpClassOK:11901
10:54:25:8662331 -->Update111_EmpClassOK:11902
10:54:25:8742336 -->Update111_EmpClassOK:11903
10:54:25:9072354 -->Update111_EmpClassOK:11904
10:54:25:9102356 -->Update111_EmpClassOK:11905
10:54:25:9152359 -->Update111_EmpClassOK:11906
10:54:25:9212362 -->Update111_EmpClassOK:11907
10:54:25:9312368 -->Update111_EmpClassOK:11908
10:54:25:9532381 -->Update111_EmpClassOK:11909
10:54:25:9572383 -->Update111_EmpClassOK:11910
10:54:25:9622386 -->Update111_EmpClassOK:11911
10:54:25:9652388 -->Update111_EmpClassOK:11912
10:54:25:9742393 -->Update111_EmpClassOK:11913
10:54:25:9782395 -->Update111_EmpClassOK:11914
10:54:26:1192476 -->Update111_EmpClassOK:11915
10:54:26:1222477 -->Update111_EmpClassOK:11916
10:54:26:1262480 -->Update111_EmpClassOK:11917
10:54:26:3412603 -->Update111_EmpClassOK:11918
10:54:26:3702619 -->Update111_EmpClassOK:11919
10:54:26:3742622 -->Update111_EmpClassOK:11920
10:54:26:5942747 -->Update111_EmpClassOK:11921
10:54:26:9672961 -->Update111_EmpClassOK:11922
10:54:27:0292996 -->Update111_EmpClassOK:11923
10:54:27:0913032 -->Update111_EmpClassOK:11924
10:54:27:1043039 -->Update111_EmpClassOK:11925
10:54:27:1283053 -->Update111_EmpClassOK:11926
10:54:27:1353057 -->Update111_EmpClassOK:11927
10:54:27:1493065 -->Update111_EmpClassOK:11928
10:54:27:1823084 -->Update111_EmpClassOK:11929
10:54:27:1853085 -->Update111_EmpClassOK:11930
10:54:27:2313112 -->Update111_EmpClassOK:11931
10:54:27:2613129 -->Update111_EmpClassOK:11932
10:54:27:2643131 -->Update111_EmpClassOK:11933
10:54:27:2673132 -->Update111_EmpClassOK:11934
10:54:27:3253166 -->Update111_EmpClassOK:11935
10:54:27:3513180 -->Update111_EmpClassOK:11936
10:54:27:3573184 -->Update111_EmpClassOK:11937
10:54:27:3963206 -->Update111_EmpClassOK:11938
10:54:27:4043211 -->Update111_EmpClassOK:11939
10:54:27:4073212 -->Update111_EmpClassOK:11940
10:54:27:4283224 -->Update111_EmpClassOK:11941
10:54:27:4383230 -->Update111_EmpClassOK:11942
10:54:27:4553240 -->Update111_EmpClassOK:11943
10:54:27:5103271 -->Update111_EmpClassOK:11944
10:54:27:5243279 -->Update111_EmpClassOK:11945
10:54:27:5453291 -->Update111_EmpClassOK:11946
10:54:27:5783310 -->Update111_EmpClassOK:11947
10:54:27:5893317 -->Update111_EmpClassOK:11948
10:54:27:7203392 -->Update111_EmpClassOK:11949
10:54:27:7383402 -->Update111_EmpClassOK:11950
10:54:27:7443405 -->Update111_EmpClassOK:11951
10:54:27:7473407 -->Update111_EmpClassOK:11952
10:54:27:7513409 -->Update111_EmpClassOK:11953
10:54:28:0543583 -->Update111_EmpClassOK:11954
10:54:28:3093728 -->Update111_EmpClassOK:11955
10:54:28:3133731 -->Update111_EmpClassOK:11956
10:54:28:3183734 -->Update111_EmpClassOK:11957
10:54:28:5493866 -->Update111_EmpClassOK:11958
10:54:28:5533868 -->Update111_EmpClassOK:11959
10:54:28:5563870 -->Update111_EmpClassOK:11960
10:54:28:5853886 -->Update111_EmpClassOK:11961
10:54:28:5893889 -->Update111_EmpClassOK:11962
10:54:28:5983894 -->Update111_EmpClassOK:11963
10:54:28:6023896 -->Update111_EmpClassOK:11964
10:54:28:6413918 -->Update111_EmpClassOK:11965
10:54:28:6513924 -->Update111_EmpClassOK:11966
10:54:28:6553926 -->Update111_EmpClassOK:11967
10:54:28:6823942 -->Update111_EmpClassOK:11968
10:54:28:7263967 -->Update111_EmpClassOK:11969
10:54:28:7373973 -->Update111_EmpClassOK:11970
10:54:28:7673990 -->Update111_EmpClassOK:11971
10:54:28:7924005 -->Update111_EmpClassOK:11972
10:54:28:8444034 -->Update111_EmpClassOK:11973
10:54:28:8744052 -->Update111_EmpClassOK:11974
10:54:28:8954064 -->Update111_EmpClassOK:11975
10:54:28:8994066 -->Update111_EmpClassOK:11976
10:54:28:9034068 -->Update111_EmpClassOK:11977
10:54:28:9274082 -->Update111_EmpClassOK:11978
10:54:28:9314084 -->Update111_EmpClassOK:11979
10:54:28:9894117 -->Update111_EmpClassOK:11980
10:54:29:0254138 -->Update111_EmpClassOK:11981
10:54:29:0414147 -->Update111_EmpClassOK:11982
10:54:29:1074185 -->Update111_EmpClassOK:11983
10:54:29:1284197 -->Update111_EmpClassOK:11984
10:54:29:2854287 -->Update111_EmpClassOK:11985
10:54:29:2934291 -->Update111_EmpClassOK:11986
10:54:29:5174419 -->Update111_EmpClassOK:11987
10:54:29:6554498 -->Update111_EmpClassOK:11988
10:54:29:8984637 -->Update111_EmpClassOK:11989
10:54:30:0204707 -->Update111_EmpClassOK:11990
10:54:30:0614731 -->Update111_EmpClassOK:11991
10:54:30:0654733 -->Update111_EmpClassOK:11992
10:54:30:1014753 -->Update111_EmpClassOK:11993
10:54:30:1094758 -->Update111_EmpClassOK:11994
10:54:30:1124760 -->Update111_EmpClassOK:11995
10:54:30:1484780 -->Update111_EmpClassOK:11996
10:54:30:1584786 -->Update111_EmpClassOK:11997
10:54:30:1804799 -->Update111_EmpClassOK:11998
10:54:30:1864802 -->Update111_EmpClassOK:11999
10:54:30:2444835 -->Update111_EmpClassOK:12000
10:54:30:2754853 -->Update111_EmpClassOK:12001
10:54:30:2794855 -->Update111_EmpClassOK:12002
10:54:30:3314885 -->Update111_EmpClassOK:12003
10:54:30:3354887 -->Update111_EmpClassOK:12004
10:54:30:3384889 -->Update111_EmpClassOK:12005
10:54:30:3414891 -->Update111_EmpClassOK:12006
10:54:30:3464894 -->Update111_EmpClassOK:12007
10:54:30:3494895 -->Update111_EmpClassOK:12008
10:54:30:3604902 -->Update111_EmpClassOK:12009
10:54:30:3634903 -->Update111_EmpClassOK:12010
10:54:30:3664905 -->Update111_EmpClassOK:12011
10:54:30:4294941 -->Update111_EmpClassOK:12012
10:54:30:4584958 -->Update111_EmpClassOK:12013
10:54:30:5074986 -->Update111_EmpClassOK:12014
10:54:30:5304999 -->Update111_EmpClassOK:12015
10:54:30:5415005 -->Update111_EmpClassOK:12016
10:54:30:5695021 -->Update111_EmpClassOK:12017
10:54:30:5925034 -->Update111_EmpClassOK:12018
10:54:30:6115045 -->Update111_EmpClassOK:12019
10:54:30:6255053 -->Update111_EmpClassOK:12020
10:54:30:7855145 -->Update111_EmpClassOK:12021
10:54:30:8915205 -->Update111_EmpClassOK:12022
10:54:31:5235567 -->Update111_EmpClassOK:12023
10:54:31:5535584 -->Update111_EmpClassOK:12024
10:54:31:5885604 -->Update111_EmpClassOK:12025
10:54:31:6245625 -->Update111_EmpClassOK:12026
10:54:31:6835658 -->Update111_EmpClassOK:12027
10:54:31:7375689 -->Update111_EmpClassOK:12028
10:54:31:7775712 -->Update111_EmpClassOK:12029
10:54:31:7815714 -->Update111_EmpClassOK:12030
10:54:31:8135733 -->Update111_EmpClassOK:12031
10:54:31:8175735 -->Update111_EmpClassOK:12032
10:54:31:8265740 -->Update111_EmpClassOK:12033
10:54:31:8295742 -->Update111_EmpClassOK:12034
10:54:31:8335744 -->Update111_EmpClassOK:12035
10:54:31:8475752 -->Update111_EmpClassOK:12036
10:54:31:8505754 -->Update111_EmpClassOK:12037
10:54:31:8785770 -->Update111_EmpClassOK:12038
10:54:31:9005782 -->Update111_EmpClassOK:12039
10:54:31:9465809 -->Update111_EmpClassOK:12040
10:54:31:9525812 -->Update111_EmpClassOK:12041
10:54:31:9555814 -->Update111_EmpClassOK:12042
10:54:31:9745825 -->Update111_EmpClassOK:12043
10:54:31:9895833 -->Update111_EmpClassOK:12044
10:54:32:0295856 -->Update111_EmpClassOK:12045
10:54:32:0385861 -->Update111_EmpClassOK:12046
10:54:32:0535870 -->Update111_EmpClassOK:12047
10:54:32:1015897 -->Update111_EmpClassOK:12048
10:54:32:1235910 -->Update111_EmpClassOK:12049
10:54:32:2595988 -->Update111_EmpClassOK:12050
10:54:32:3816058 -->Update111_EmpClassOK:12051
10:54:32:3856060 -->Update111_EmpClassOK:12052
10:54:32:3896062 -->Update111_EmpClassOK:12053
10:54:32:6416206 -->Update111_EmpClassOK:12054
10:54:32:7536270 -->Update111_EmpClassOK:12055
10:54:33:2576559 -->Update111_EmpClassOK:12056
10:54:33:2646563 -->Update111_EmpClassOK:12057
10:54:33:2986582 -->Update111_EmpClassOK:12058
10:54:33:3136591 -->Update111_EmpClassOK:12059
10:54:33:3486611 -->Update111_EmpClassOK:12060
10:54:33:3856632 -->Update111_EmpClassOK:12061
10:54:33:4226653 -->Update111_EmpClassOK:12062
10:54:33:4546671 -->Update111_EmpClassOK:12063
10:54:33:4776685 -->Update111_EmpClassOK:12064
10:54:33:5056701 -->Update111_EmpClassOK:12065
10:54:33:5256712 -->Update111_EmpClassOK:12066
10:54:33:5346717 -->Update111_EmpClassOK:12067
10:54:33:5826745 -->Update111_EmpClassOK:12068
10:54:33:5906749 -->Update111_EmpClassOK:12069
10:54:33:6176765 -->Update111_EmpClassOK:12070
10:54:33:6416778 -->Update111_EmpClassOK:12071
10:54:33:6826802 -->Update111_EmpClassOK:12072
10:54:33:7316830 -->Update111_EmpClassOK:12073
10:54:33:7496840 -->Update111_EmpClassOK:12074
10:54:33:7856861 -->Update111_EmpClassOK:12075
10:54:33:7896863 -->Update111_EmpClassOK:12076
10:54:33:8146877 -->Update111_EmpClassOK:12077
10:54:33:8346889 -->Update111_EmpClassOK:12078
10:54:33:8656906 -->Update111_EmpClassOK:12079
10:54:33:8716910 -->Update111_EmpClassOK:12080
10:54:33:9296943 -->Update111_EmpClassOK:12081
10:54:33:9346946 -->Update111_EmpClassOK:12082
10:54:34:0146992 -->Update111_EmpClassOK:12083
10:54:34:0997040 -->Update111_EmpClassOK:12084
10:54:34:1047043 -->Update111_EmpClassOK:12085
10:54:34:1217053 -->Update111_EmpClassOK:12086
10:54:34:4297229 -->Update111_EmpClassOK:12087
10:54:34:4527242 -->Update111_EmpClassOK:12088
10:54:34:7137392 -->Update111_EmpClassOK:12089
10:54:34:8227454 -->Update111_EmpClassOK:12090
10:54:34:8777485 -->Update111_EmpClassOK:12091
10:54:34:8837489 -->Update111_EmpClassOK:12092
10:54:34:9097504 -->Update111_EmpClassOK:12093
10:54:34:9467525 -->Update111_EmpClassOK:12094
10:54:34:9697538 -->Update111_EmpClassOK:12095
10:54:35:0107561 -->Update111_EmpClassOK:12096
10:54:35:0457581 -->Update111_EmpClassOK:12097
10:54:35:0497584 -->Update111_EmpClassOK:12098
10:54:35:0807601 -->Update111_EmpClassOK:12099
10:54:35:1207624 -->Update111_EmpClassOK:12100
10:54:35:1237626 -->Update111_EmpClassOK:12101
10:54:35:1277628 -->Update111_EmpClassOK:12102
10:54:35:1307630 -->Update111_EmpClassOK:12103
10:54:35:1367633 -->Update111_EmpClassOK:12104
10:54:35:1397635 -->Update111_EmpClassOK:12105
10:54:35:1627648 -->Update111_EmpClassOK:12106
10:54:35:1987669 -->Update111_EmpClassOK:12107
10:54:35:2307687 -->Update111_EmpClassOK:12108
10:54:35:2677708 -->Update111_EmpClassOK:12109
10:54:35:3237740 -->Update111_EmpClassOK:12110
10:54:35:3347747 -->Update111_EmpClassOK:12111
10:54:35:3927780 -->Update111_EmpClassOK:12112
10:54:35:6497927 -->Update111_EmpClassOK:12113
10:54:35:6657936 -->Update111_EmpClassOK:12114
10:54:35:9358090 -->Update111_EmpClassOK:12115
10:54:36:3878349 -->Update111_EmpClassOK:12116
10:54:36:3918351 -->Update111_EmpClassOK:12117
10:54:36:4678395 -->Update111_EmpClassOK:12118
10:54:36:4798402 -->Update111_EmpClassOK:12119
10:54:36:4868406 -->Update111_EmpClassOK:12120
10:54:36:5428438 -->Update111_EmpClassOK:12121
10:54:36:5698453 -->Update111_EmpClassOK:12122
10:54:36:5738455 -->Update111_EmpClassOK:12123
10:54:36:6288487 -->Update111_EmpClassOK:12124
10:54:36:6648507 -->Update111_EmpClassOK:12125
10:54:36:6998527 -->Update111_EmpClassOK:12126
10:54:36:7618563 -->Update111_EmpClassOK:12127
10:54:36:7658565 -->Update111_EmpClassOK:12128
10:54:36:8268600 -->Update111_EmpClassOK:12129
10:54:36:8358605 -->Update111_EmpClassOK:12130
10:54:36:8608620 -->Update111_EmpClassOK:12131
10:54:36:8638621 -->Update111_EmpClassOK:12132
10:54:36:8678624 -->Update111_EmpClassOK:12133
10:54:36:9128649 -->Update111_EmpClassOK:12134
10:54:36:9298659 -->Update111_EmpClassOK:12135
10:54:36:9428666 -->Update111_EmpClassOK:12136
10:54:36:9608677 -->Update111_EmpClassOK:12137
10:54:37:0058703 -->Update111_EmpClassOK:12138
10:54:37:0308717 -->Update111_EmpClassOK:12139
10:54:37:0348719 -->Update111_EmpClassOK:12140
10:54:37:0378721 -->Update111_EmpClassOK:12141
10:54:37:0708740 -->Update111_EmpClassOK:12142
10:54:37:2108820 -->Update111_EmpClassOK:12143
10:54:37:2148822 -->Update111_EmpClassOK:12144
10:54:37:5409009 -->Update111_EmpClassOK:12145
10:54:38:1429353 -->Update111_EmpClassOK:12146
10:54:38:3299460 -->Update111_EmpClassOK:12147
10:54:38:3869492 -->Update111_EmpClassOK:12148
10:54:38:4459526 -->Update111_EmpClassOK:12149
10:54:38:5059561 -->Update111_EmpClassOK:12150
10:54:38:5339577 -->Update111_EmpClassOK:12151
10:54:38:5689597 -->Update111_EmpClassOK:12152
10:54:38:6099620 -->Update111_EmpClassOK:12153
10:54:38:6289631 -->Update111_EmpClassOK:12154
10:54:38:6329633 -->Update111_EmpClassOK:12155
10:54:38:6369635 -->Update111_EmpClassOK:12156
10:54:38:6569647 -->Update111_EmpClassOK:12157
10:54:38:6789659 -->Update111_EmpClassOK:12158
10:54:38:6829662 -->Update111_EmpClassOK:12159
10:54:38:7079676 -->Update111_EmpClassOK:12160
10:54:38:7119678 -->Update111_EmpClassOK:12161
10:54:38:7149680 -->Update111_EmpClassOK:12162
